0.,-2.50507338727141,-2.86421464593895
0.,-2.4759938069833876,-2.3765549519871003
0.,-4.051561421831251,-1.2119895949532333
0.,-2.4483045379394417,-1.7017943585030455
0.,-3.5511965348609675,-2.1637418368048533
0.,-1.0701742215305294,-1.393267454465534
0.,-1.0980600281410164,-0.3655013210900824
0.,-1.8617125509462764,-2.623493724316681
0.,-2.3784077585015524,-3.3501001659432204
0.,-1.8569357426139714,-3.162240979045056
0.,-0.394961333579843,-2.9442792014315518
0.,-0.6508839457086537,-2.671210939873945
0.,-2.4484421113509542,-1.4233188301381805
0.,-1.8315886790783342,-4.085770087762043
0.,-3.1204966950127337,-1.7640361164219613
0.,-1.5992690924369102,-2.778421350000272
0.,-1.2609373552970125,-0.9004380546046191
0.,-1.0999552953703713,-2.8555642956360416
0.,-3.5312182721590784,-1.99244237643685
0.,-1.4953792131335226,-2.9375857688021143
1.,1.318440317490817,1.7323832743141625
1.,1.739860569608936,2.186550371901307
1.,1.7712046356911884,2.9509446718300874
1.,1.4751870060100876,1.209481263103437
1.,3.12831851475534,1.510522018067543
1.,2.5501392495221493,4.974473870601981
1.,3.855147360699228,1.3774146431284897
1.,1.722701205469375,3.9203029901126323
1.,3.0666307708725284,2.9611489267513202
1.,-0.09923885099036855,1.4421968353758894
1.,2.638483769418353,1.8934448484343602
1.,2.371465456657102,1.7848387534971077
1.,1.6258207000858786,2.4734896920984513
1.,2.6953483261512465,3.3656409583924756
1.,2.8776287408712875,0.36219628393086567
1.,3.033605648586666,4.023728864966989
1.,2.41979132036965,2.7777892855883732
1.,2.6010692278812555,1.4510980767701849
1.,1.3259816862829115,1.8739886398835657
1.,0.9048215430976336,2.2995804072999295
