-4.911449699,-597.6187702
-4.805984973,-589.3442175
-4.781281243,-587.2707405
-4.722479624,-555.0804803
-4.54848124,-494.6897128
-4.519713868,-479.7633631
-4.450692718,-463.8603806
-4.349237996,-442.2494481
-4.327198155,-443.4082947
-4.316907614,-431.0623176
-3.931272198,-336.8107276
-3.824551982,-290.9281948
-3.610111103,-252.9304133
-3.577182602,-263.7758288
-3.459416725,-218.7749907
-3.445387097,-229.0358099
-3.411964373,-200.1516212
-3.342362561,-200.6859079
-3.260450359,-184.9003376
-3.259624756,-194.9286394
-3.195318903,-171.2972526
-3.184182313,-174.096562
-3.141149684,-165.8121133
-3.117282243,-167.4976143
-2.881640564,-124.3952816
-2.814622589,-146.6173968
-2.700037691,-106.7525593
-2.641050799,-91.24275304
-2.593541147,-98.45336121
-2.410094578,-72.4331598
-2.170421268,-63.95742874
-2.124159448,-52.83033448
-2.08551644,-57.62816954
-1.972476743,-32.78410884
-1.818342835,-30.48586217
-1.758035365,-18.25715306
-1.726081211,-30.83609145
-1.53022559,-22.3807157
-1.382836198,-13.38357688
-1.230001627,2.436629491
-1.196364406,-35.09083951
-1.146478948,-26.76117227
-1.13205584,2.99999233
-1.053425584,10.92725362
-1.034307548,-9.68430812
-0.914202282,7.96787114
-0.826791164,17.36565339
-0.757144188,-1.603681767
-0.494719051,-5.900141078
-0.409776059,-5.693673189
-0.400854204,-3.444888099
-0.383358931,7.174715839
-0.226372057,-2.042089627
0.023674337,20.39627154
0.094561252,-3.30696489
0.100828549,-7.062772616
0.23377473,5.688200441
0.399992638,2.913090049
0.529287086,5.615790126
0.677328783,-19.16650397
0.724163116,0.598525601
0.757476152,-15.9784628
0.767416957,4.291645472
0.775800613,10.15846704
1.088855387,18.15380729
1.207979471,16.09194778
1.27409164,14.83278289
1.375226393,20.24282304
1.58453456,18.39902073
1.609550649,19.48282167
1.715935343,34.23826866
2.143052824,57.63494636
2.160373428,43.19947639
2.196656122,32.39616384
2.321497587,36.53574694
2.335674398,44.36441115
2.460147286,60.85515407
2.463519203,75.62035731
2.695074469,85.55061413
2.875405302,112.6227232
2.90172935,120.3388935
3.026626005,118.6305601
3.066325204,129.3147945
3.167127359,144.4850692
3.366649403,174.8079734
3.418902556,187.1534732
3.4791216,209.8080628
3.593016892,217.5336513
3.709614479,252.135948
3.898831327,288.4296628
4.0481323,321.2706283
4.055313481,330.8197265
4.070372963,346.0924404
4.305989628,399.6363095
4.321960928,373.4593
4.37091368,408.0941923
4.450560749,412.946836
4.694278559,479.7715717
4.697651809,488.8599462
4.70522787,481.5961189
